"","FIPS","State","Year","Month","Pop","LborForce","%ofPop","Total E","%Emp","TotalU","UnempRate","InitialClaims","FirstPayments","WeeksClaimed","WeeksCompensated","AvgWklyBenefit","BenefitsPaid","FinalPayments","case_count","death_count","fullvaccine_count","hospitalized_count"
"1010",47,"Tennessee",2020,2,5417729,3333471,61.5,3203564,59.1,129907,3.9,8120,5007,77746,70751,241.23,16911647,1244,0,0,0,0
"1011",47,"Tennessee",2020,3,5422052,3328051,61.4,3193850,58.9,134201,4,183318,25132,185412,114914,242.03,27155429,1692,1381,7,0,481
"1012",47,"Tennessee",2020,4,5426617,3183054,58.7,2679469,49.4,503585,15.8,269834,211730,1083174,1002427,227.99,222199975,2010,8256,177,0,12033
"1013",47,"Tennessee",2020,5,5430156,3150509,58,2848150,52.5,302359,9.6,110308,104662,1246966,1314249,269.06,280972012,2869,12126,164,0,13985
"1014",47,"Tennessee",2020,6,5434065,3156214,58.1,2862152,52.7,294062,9.3,94164,33234,1202888,1195416,215.38,236065710,4948,17849,225,0,15496
"1015",47,"Tennessee",2020,7,5438126,3167388,58.2,2884231,53,283157,8.9,85636,16981,1005784,917742,210.44,191019225,19403,56307,419,0,38139
"1016",47,"Tennessee",2020,8,5443591,3377475,62,3104367,57,273108,8.1,48826,52154,905114,969601,206.12,196458530,29292,51581,681,0,40427
"1017",47,"Tennessee",2020,9,5449301,3388990,62.2,3122079,57.3,266911,7.9,44192,12132,662441,637253,211.6,132502396,49030,41979,686,0,32123
"1018",47,"Tennessee",2020,10,5454779,3396932,62.3,3131888,57.4,265044,7.8,37313,6991,330350,258196,215.9,54956473,22569,60837,859,0,41729
"1019",47,"Tennessee",2020,11,5459887,3314879,60.7,3130511,57.3,184368,5.6,27603,5251,249140,184032,221.55,40241263,13654,100616,1250,0,59195
"1020",47,"Tennessee",2020,12,5464698,3313650,60.6,3127609,57.2,186041,5.6,45245,8761,201568,158094,225.48,35177329,9398,204242,2105,0,89915
"1021",47,"Tennessee",2021,1,5469230,3317190,60.7,3146950,57.5,170240,5.1,67776,12392,228919,140060,222.89,30707010,7915,149789,2712,0,89756
"1022",47,"Tennessee",2021,2,5473138,3308398,60.4,3146088,57.5,162310,4.9,40499,12536,198439,164277,217.05,35119773,6939,52290,1932,0,36797
"1023",47,"Tennessee",2021,3,5477548,3316335,60.5,3147880,57.5,168455,5.1,34706,11031,181172,174166,219.45,37654571,5961,36853,529,407703,25874
"1024",47,"Tennessee",2021,4,5482241,3325342,60.7,3158320,57.6,167022,5,44481,17615,195783,150216,217.02,32157337,4685,35442,326,720471,26902
"1025",47,"Tennessee",2021,5,5487130,3332450,60.7,3167336,57.7,165114,5,31525,12841,244463,163347,215.14,34701767,4338,18163,262,543228,22649
"1026",47,"Tennessee",2021,6,5492427,3334155,60.7,3169492,57.7,164663,4.9,26512,12091,212052,194510,215.29,41389934,4654,6190,123,247268,11559
"1027",47,"Tennessee",2021,7,5497845,3333802,60.6,3175465,57.8,158337,4.7,26553,6810,186445,136174,216.96,29324091,5480,20895,166,264317,14185
"1028",47,"Tennessee",2021,8,5503407,3333192,60.6,3178886,57.8,154306,4.6,24393,6001,174007,123251,223.66,27347180,6081,132156,634,169845,68791
"1029",47,"Tennessee",2021,9,5509190,3322498,60.3,3175610,57.6,146888,4.4,29895,3559,117508,86317,232.19,19881755,4137,182162,1593,251797,106218
"1030",47,"Tennessee",2021,10,5514793,3313981,60.1,3174163,57.6,139818,4.2,25197,2226,89763,56573,235.87,13230150,3200,59791,1318,164676,56598
"1031",47,"Tennessee",2021,11,5519980,3311768,60,3178213,57.6,133555,4,18013,2211,73263,48569,243.54,11726930,2383,33058,679,130150,26590
"1032",47,"Tennessee",2021,12,5524858,3317891,60.1,3190550,57.7,127341,3.8,19744,3477,61257,36764,234.93,8554238,1506,76005,3606,125511,35863
"1033",48,"Texas",2020,1,22136086,14178765,64.1,13673709,61.8,505056,3.6,70098,37528,587083,520543,434.23,217761822,13709,0,0,0,0
"1034",48,"Texas",2020,2,22163701,14182317,64,13662942,61.6,519375,3.7,51410,29460,521947,442955,437.6,187184291,11961,8,0,0,0
"1035",48,"Texas",2020,3,22192219,13986789,63,13306781,60,680008,4.9,556280,72051,820198,594997,426.7,243254973,13530,2335,35,0,7464
"1036",48,"Texas",2020,4,22222320,13368039,60.2,11640170,52.4,1727869,12.9,1197868,702478,3614022,2880564,358.22,990367706,15150,23812,682,0,42229
"1037",48,"Texas",2020,5,22245728,13567930,61,11992731,53.9,1575199,11.6,570642,460150,5436702,4896237,351.18,1628480085,18027,34476,899,0,71090
"1038",48,"Texas",2020,6,22271053,14068625,63.2,12638796,56.7,1429829,10.2,405866,222978,5466196,5213795,353.15,1703373542,41220,87601,768,0,106881
"1039",48,"Texas",2020,7,22296608,14005509,62.8,12704427,57,1301082,9.3,389724,167034,5405681,5086313,353.57,1658289694,5735,265995,3899,0,305997
"1040",48,"Texas",2020,8,22327142,14095792,63.1,13118386,58.8,977406,6.9,238521,113523,4819326,4237141,360.39,1407891548,141633,213827,6241,0,254143
"1041",48,"Texas",2020,9,22358893,13978180,62.5,12872257,57.6,1105923,7.9,211049,98049,3991614,3574842,372.38,1215204585,194833,142440,3308,0,136067
"1042",48,"Texas",2020,10,22389388,14220838,63.5,13177348,58.9,1043490,7.3,178683,63358,2658749,2348552,384.22,817842691,190046,161418,2442,0,154729
"1043",48,"Texas",2020,11,22418959,13992055,62.4,12989789,57.9,1002266,7.2,148415,46931,1931682,1574389,394.4,562386685,113390,299464,3447,0,237766
"1044",48,"Texas",2020,12,22447253,14133518,63,13162510,58.6,971008,6.9,178153,46434,1704608,1444340,405.95,533425064,87561,481192,5696,0,323666
"1045",48,"Texas",2021,1,22474687,14063544,62.6,13104983,58.3,958561,6.8,233427,50946,1478313,1090802,411.3,407668230,76107,612319,8919,0,434671
"1046",48,"Texas",2021,2,22500029,14005206,62.2,13034891,57.9,970315,6.9,175083,46983,1303222,927984,409.29,342718204,41060,305241,6941,0,267433
"1047",48,"Texas",2021,3,22526074,14032262,62.3,13064883,58,967379,6.9,383385,48054,1411869,1014607,405.23,372537141,50778,148708,4982,1619882,152758
"1048",48,"Texas",2021,4,22553742,14034972,62.2,13087754,58,947218,6.7,195725,40134,1135786,791891,409.87,296984418,48618,99297,1953,3787068,102586
"1049",48,"Texas",2021,5,22581633,14056011,62.2,13133342,58.2,922669,6.6,109102,38947,915846,619770,412.79,236002289,48441,67739,1380,2697794,88465
"1050",48,"Texas",2021,6,22611404,14068729,62.2,13159779,58.2,908950,6.5,94306,36451,853924,734120,411.26,281318681,23082,43068,862,1643722,60949
"1051",48,"Texas",2021,7,22641284,14105493,62.3,13228816,58.4,876677,6.2,151818,41516,800948,571615,411.33,222457191,26582,111695,811,846018,100615
"1052",48,"Texas",2021,8,22672578,14127472,62.3,13291774,58.6,835698,5.9,103867,34782,797350,569849,410.66,222073048,14167,455851,3372,998425,354480
"1053",48,"Texas",2021,9,22705104,14165255,62.4,13368508,58.9,796747,5.6,80203,24762,627712,461766,418.23,184063203,12532,469725,8041,1164295,397740
"1054",48,"Texas",2021,10,22736326,14204153,62.5,13434201,59.1,769952,5.4,71236,25733,560516,393098,415.37,155578828,13688,194729,6481,683075,207155
"1055",48,"Texas",2021,11,22766063,14253840,62.6,13511686,59.4,742154,5.2,66705,27054,524101,401014,426.64,163238457,13904,95339,2815,382381,103582
"1056",48,"Texas",2021,12,22794486,14299174,62.7,13586346,59.6,712828,5,63379,25691,483104,399288,437.35,167367060,12561,213052,1885,664464,119927
"1057",49,"Utah",2020,1,2377669,1630818,68.6,1590908,66.9,39910,2.4,6647,4338,48344,40265,428.73,16981227,623,0,0,0,0
"1058",49,"Utah",2020,2,2381430,1631216,68.5,1590455,66.8,40761,2.5,4362,2777,47764,40160,429.5,16958570,654,0,0,0,0
"1059",49,"Utah",2020,3,2385460,1631706,68.4,1590309,66.7,41397,2.5,64843,6942,85719,48682,426.27,20357732,1078,606,1,0,4
"1060",49,"Utah",2020,4,2389585,1624093,68,1460079,61.1,164014,10.1,81018,63202,347078,227991,343.87,76716364,1250,3620,40,0,3925
"1061",49,"Utah",2020,5,2393257,1583682,66.2,1463992,61.2,119690,7.6,26684,31213,419256,325967,343.05,107522258,1136,4837,61,0,6063
"1062",49,"Utah",2020,6,2397123,1650824,68.9,1547616,64.6,103208,6.3,22166,14683,338650,360005,347.8,118737417,3067,11612,64,0,7477
"1063",49,"Utah",2020,7,2401050,1645536,68.5,1556112,64.8,89424,5.4,18289,8247,294950,268494,350.48,88932860,6107,18210,123,0,8456
"1064",49,"Utah",2020,8,2405329,1642626,68.3,1564538,65,78088,4.8,13015,4739,251794,203307,364.35,70910293,7081,12168,116,0,6865
"1065",49,"Utah",2020,9,2409740,1640259,68.1,1571099,65.2,69160,4.2,11342,3105,136434,105724,401.12,40989651,5688,19297,48,0,5518
"1066",49,"Utah",2020,10,2414062,1637215,67.8,1574896,65.2,62319,3.8,10877,3196,91403,74115,412.27,29427642,5099,39004,137,0,8729
"1067",49,"Utah",2020,11,2418202,1631847,67.5,1574574,65.1,57273,3.5,12209,3266,83265,61164,420.07,24830590,3575,79517,260,0,14821
"1068",49,"Utah",2020,12,2422249,1626916,67.2,1573578,65,53338,3.3,13862,4819,71396,57431,426.44,23752642,2431,78838,383,0,17873
"1069",49,"Utah",2021,1,2426150,1630721,67.2,1580527,65.1,50194,3.1,14516,4880,86336,59188,427.04,24618127,2078,74440,402,0,17847
"1070",49,"Utah",2021,2,2429915,1630643,67.1,1581744,65.1,48899,3,10905,3544,71555,59184,424.31,24403549,1905,27182,257,0,9980
"1071",49,"Utah",2021,3,2433891,1632021,67.1,1585508,65.1,46513,2.9,13490,3534,65239,61597,427.52,25517112,2278,15170,213,161693,5818
"1072",49,"Utah",2021,4,2437966,1636468,67.1,1591259,65.3,45209,2.8,24160,3647,55670,41317,422.47,16936133,1408,11709,82,376134,4286
"1073",49,"Utah",2021,5,2442134,1641639,67.2,1597178,65.4,44461,2.7,13520,3173,64410,42545,421.63,17420122,1226,9416,109,302302,4383
"1074",49,"Utah",2021,6,2446519,1649932,67.4,1605711,65.6,44221,2.7,10053,2677,46288,37745,422.58,15478268,1103,8411,63,153863,4690
"1075",49,"Utah",2021,7,2450926,1662442,67.8,1619007,66.1,43435,2.6,6740,2953,46835,33256,415.5,13487471,1006,16125,84,246325,8208
"1076",49,"Utah",2021,8,2455273,1667686,67.9,1625161,66.2,42525,2.5,7703,2538,44814,33724,425.73,14037258,1023,30320,178,95151,12386
"1077",49,"Utah",2021,9,2459793,1670032,67.9,1629966,66.3,40066,2.4,5155,1824,31029,25023,438.72,10743902,952,43345,272,95444,16192
"1078",49,"Utah",2021,10,2464173,1674166,67.9,1636762,66.4,37404,2.2,5697,1495,30057,19514,446.74,8534115,775,43495,291,94012,16341
"1079",49,"Utah",2021,11,2468341,1679001,68,1644475,66.6,34526,2.1,6088,2238,30105,22964,455.37,10250272,722,45104,303,62783,16223
"1080",49,"Utah",2021,12,2472448,1685176,68.2,1653359,66.9,31817,1.9,7436,2948,32541,25224,454.1,11235651,574,38168,281,107342,14949
"1081",50,"Vermont",2020,1,518807,343628,66.2,335164,64.6,8464,2.5,2666,2138,21157,21406,400.76,8055507,137,0,0,0,0
"1082",50,"Vermont",2020,2,518755,342887,66.1,334270,64.4,8617,2.5,2487,1237,19667,19493,409.4,7543453,131,0,0,0,0
"1083",50,"Vermont",2020,3,518754,342487,66,333471,64.3,9016,2.6,47822,4686,42897,27042,396.79,9982327,161,207,8,0,96
"1084",50,"Vermont",2020,4,518778,353857,68.2,301638,58.1,52219,14.8,41114,46715,238945,218780,311.71,78074377,307,644,34,0,1096
"1085",50,"Vermont",2020,5,518699,332962,64.2,301923,58.2,31039,9.3,11531,10525,235579,207573,348.51,67334411,395,119,8,0,469
"1086",50,"Vermont",2020,6,518679,327912,63.2,302806,58.4,25106,7.7,10376,4324,187026,191147,334.98,57566651,460,228,0,0,287
"1087",50,"Vermont",2020,7,518664,324705,62.6,304020,58.6,20685,6.4,8421,3393,158228,162047,330.07,47008839,497,205,0,0,353
"1088",50,"Vermont",2020,8,518754,322293,62.1,305041,58.8,17252,5.4,3829,1750,135522,131946,336.46,39552354,1476,193,0,0,300
"1089",50,"Vermont",2020,9,518848,320189,61.7,305589,58.9,14600,4.6,2993,1275,90826,94340,340.34,28105977,5794,146,0,0,98
"1090",50,"Vermont",2020,10,518954,318369,61.3,305655,58.9,12714,4,3031,1015,55318,54766,351.09,15925026,3693,381,0,0,88
"1091",50,"Vermont",2020,11,518950,316982,61.1,305386,58.8,11596,3.7,5667,1256,51683,49183,362.09,14751125,2355,1837,9,0,387
"1092",50,"Vermont",2020,12,518976,316150,60.9,305226,58.8,10924,3.5,7225,2091,50866,48111,368.36,15096667,1889,3151,62,0,856
"1093",50,"Vermont",2021,1,518952,314630,60.6,304521,58.7,10109,3.2,7077,2224,58413,47615,377.85,15373265,1496,4431,45,0,1353
"1094",50,"Vermont",2021,2,518856,313180,60.4,303663,58.5,9517,3,4429,1851,50414,48762,381.61,15639465,1217,3342,29,0,1444
"1095",50,"Vermont",2021,3,518818,313062,60.3,303902,58.6,9160,2.9,5837,2061,49076,50428,384.25,16404840,1276,3911,29,53274,812
"1096",50,"Vermont",2021,4,518814,312790,60.3,303839,58.6,8951,2.9,20606,4989,48170,42834,369.98,13037701,605,3898,19,115233,835
"1097",50,"Vermont",2021,5,518833,314639,60.6,305127,58.8,9512,3,1892,1758,42479,31732,366.14,9458698,418,1493,2,118975,427
"1098",50,"Vermont",2021,6,518889,314662,60.6,305013,58.8,9649,3.1,2192,1094,26404,27510,372.59,8403542,395,214,0,68341,102
"1099",50,"Vermont",2021,7,518951,316149,60.9,306524,59.1,9625,3,1599,917,22198,20058,378.21,6404592,303,399,0,14583,130
"1100",50,"Vermont",2021,8,519037,317426,61.2,307773,59.3,9653,3,1508,691,22524,19116,387.06,6290492,322,2994,18,10245,651
"1101",50,"Vermont",2021,9,519118,318218,61.3,309159,59.6,9059,2.8,1747,950,13575,12913,398.38,4410582,427,5363,39,9913,1174
"1102",50,"Vermont",2021,10,519199,318531,61.4,309770,59.7,8761,2.8,1722,737,9626,9132,407.7,3326424,276,6380,48,10806,1370
"1103",50,"Vermont",2021,11,519211,318397,61.3,310118,59.7,8279,2.6,2986,734,11393,9004,413.15,3378859,174,9097,48,10393,1690
"1104",50,"Vermont",2021,12,519230,318149,61.3,310177,59.7,7972,2.5,3628,1326,13467,12348,422.73,4870469,153,13707,57,28648,2215
"1105",51,"Virginia",2020,1,6711014,4453855,66.4,4343866,64.7,109989,2.5,13522,15716,96630,78203,312.8,24094491,1648,0,0,0,0
"1106",51,"Virginia",2020,2,6713131,4448623,66.3,4337089,64.6,111534,2.5,11061,12278,92372,76840,318.85,24147923,1650,0,0,0,0
"1107",51,"Virginia",2020,3,6715837,4447482,66.2,4333184,64.5,114298,2.6,235849,111068,186456,164498,300.76,48345684,2253,791,18,0,44
"1108",51,"Virginia",2020,4,6718918,4391242,65.4,3895532,58,495710,11.3,386126,597986,1294207,1244736,271.66,434760672,2588,12874,456,0,9209
"1109",51,"Virginia",2020,5,6720219,4274171,63.6,3912282,58.2,361889,8.5,175962,202058,1860719,1493926,260.64,379537658,2928,27695,836,0,29435
"1110",51,"Virginia",2020,6,6722117,4320856,64.3,3939193,58.6,381663,8.8,130230,102836,1649597,1655662,254.63,409903680,19213,19788,406,0,23755
"1111",51,"Virginia",2020,7,6724104,4313312,64.1,3972148,59.1,341164,7.9,152198,79494,1466956,1271129,257.49,313452433,34700,25722,395,0,35478
"1112",51,"Virginia",2020,8,6727072,4376496,65.1,4068442,60.5,308054,7,53867,36820,1203240,980860,268.11,253927531,47926,30770,430,0,39062
"1113",51,"Virginia",2020,9,6730369,4302424,63.9,4020210,59.7,282214,6.6,45040,23416,784370,587427,278.28,157008754,54246,28351,620,0,32963
"1114",51,"Virginia",2020,10,6733361,4290462,63.7,4027562,59.8,262900,6.1,46212,19342,524141,347340,283.2,93609381,32870,30996,455,0,30589
"1115",51,"Virginia",2020,11,6735886,4271293,63.4,4023075,59.7,248218,5.8,48847,19116,398043,253332,293.27,70664085,19104,53971,419,0,38387
"1116",51,"Virginia",2020,12,6738044,4255079,63.2,4018875,59.6,236204,5.6,70131,20470,298898,264135,285.03,72517138,16437,106416,867,0,66623
"1117",51,"Virginia",2021,1,6739873,4254052,63.1,4026838,59.7,227214,5.3,84856,23854,293404,163020,262.51,50948249,7821,155362,1397,0,88886
"1118",51,"Virginia",2021,2,6740927,4236621,62.8,4016894,59.6,219727,5.2,52749,22760,261354,194362,287.26,54045935,7832,78023,1708,0,55240
"1119",51,"Virginia",2021,3,6742545,4238036,62.9,4023601,59.7,214435,5.1,100828,31190,265273,214309,288.5,60022056,8591,44265,2201,607295,35907
"1120",51,"Virginia",2021,4,6744497,4225810,62.7,4028482,59.7,197328,4.7,70848,31842,238315,163583,294.43,46703184,5230,41213,526,1301975,31407
"1121",51,"Virginia",2021,5,6746643,4230017,62.7,4040770,59.9,189247,4.5,39867,23384,272871,172304,290.47,48509251,4460,18516,439,1121491,21852
"1122",51,"Virginia",2021,6,6749314,4233868,62.7,4050060,60,183808,4.3,35000,20436,188547,165203,287.39,46213830,4972,5059,237,591036,11263
"1123",51,"Virginia",2021,7,6752073,4241771,62.8,4065578,60.2,176193,4.2,26400,21046,150506,143044,289.49,40341552,5570,12133,120,255838,9395
"1124",51,"Virginia",2021,8,6755024,4248055,62.9,4079663,60.4,168392,4,49863,16132,193514,115196,299.7,33627145,5036,64077,254,224776,32317
"1125",51,"Virginia",2021,9,6758326,4250716,62.9,4089024,60.5,161692,3.8,37355,13756,191578,85248,302.64,25363729,3453,100893,831,290421,59856
"1126",51,"Virginia",2021,10,6761309,4256798,63,4102566,60.7,154232,3.6,19660,4888,180602,57579,299.84,17029360,3069,65627,1247,219081,47986
"1127",51,"Virginia",2021,11,6763759,4259569,63,4113979,60.8,145590,3.4,76364,10825,53985,74513,273.18,19598971,3732,41850,789,155202,28659
"1128",51,"Virginia",2021,12,6765873,4261535,63,4124978,61,136557,3.2,15982,30837,154257,70954,360.48,25579040,911,113987,799,272045,43562
"1129",53,"Washington",2020,1,6067267,3957004,65.2,3799953,62.6,157051,4,35855,16736,250356,225617,488.15,105675080,3096,0,0,0,0
"1130",53,"Washington",2020,2,6072840,3961975,65.2,3799304,62.6,162671,4.1,24894,11140,222262,202883,480.75,93839034,2969,6,0,0,0
"1131",53,"Washington",2020,3,6078919,3932003,64.7,3724793,61.3,207210,5.3,406263,56552,502462,392552,464.5,165709816,4151,4172,196,0,730
"1132",53,"Washington",2020,4,6085331,3988363,65.5,3336286,54.8,652077,16.3,475937,257741,1827312,1582263,447.51,661287513,5154,9812,586,0,17635
"1133",53,"Washington",2020,5,6090159,3904883,64.1,3417587,56.1,487296,12.5,344973,78109,2613941,1997814,497.4,930347288,6415,8086,337,0,20341
"1134",53,"Washington",2020,6,6095478,3877618,63.6,3457295,56.7,420323,10.8,126959,41110,1689685,1474310,413.47,550207339,5640,10902,203,0,12844
"1135",53,"Washington",2020,7,6100875,3920431,64.3,3497219,57.3,423212,10.8,137406,47276,1372492,1423868,417.35,525090465,12372,23388,314,0,14759
"1136",53,"Washington",2020,8,6107080,3886077,63.6,3532848,57.8,353229,9.1,86383,17394,1120720,1019746,402.28,367183301,18873,19871,360,0,14946
"1137",53,"Washington",2020,9,6113541,3870014,63.3,3560713,58.2,309301,8,80966,12704,1084227,889604,415.56,326057010,56197,13796,214,0,12164
"1138",53,"Washington",2020,10,6119759,3981810,65.1,3704008,60.5,277802,7,76514,10252,668560,554344,435.66,204246021,41420,19925,242,0,12242
"1139",53,"Washington",2020,11,6125522,3842951,62.7,3586497,58.6,256454,6.7,100553,13251,588582,470383,451.42,178580383,22985,54872,386,0,20285
"1140",53,"Washington",2020,12,6131010,3830416,62.5,3590957,58.6,239459,6.3,100382,15981,737194,574318,444.24,220760138,20507,79059,540,0,34585
"1141",53,"Washington",2021,1,6136163,3835229,62.5,3606638,58.8,228591,6,85439,14644,631189,503163,458.5,198305339,17824,67714,945,0,31082
"1142",53,"Washington",2021,2,6140754,3837024,62.5,3621472,59,215552,5.6,57904,13964,526154,443547,454.65,169604845,16037,29167,677,0,18499
"1143",53,"Washington",2021,3,6145770,3850738,62.7,3639937,59.2,210801,5.5,53139,19068,479414,430461,453.4,165640264,14798,23324,301,634430,12804
"1144",53,"Washington",2021,4,6151101,3861172,62.8,3651768,59.4,209404,5.4,54690,13003,299463,247243,474.25,102987822,8867,36501,214,1078192,18776
"1145",53,"Washington",2021,5,6156688,3873466,62.9,3670293,59.6,203173,5.2,56073,15590,296018,266980,485.13,113965230,8224,35331,289,1107428,22953
"1146",53,"Washington",2021,6,6162701,3887109,63.1,3685476,59.8,201633,5.2,101803,23258,295066,235806,481.49,99674889,6149,16657,182,651792,17204
"1147",53,"Washington",2021,7,6168817,3906287,63.3,3707080,60.1,199207,5.1,44055,12817,280778,239937,476.51,100964454,5206,19573,190,261287,16148
"1148",53,"Washington",2021,8,6175064,3922962,63.5,3724144,60.3,198818,5.1,41671,10502,266802,218940,483.08,94510231,4699,81930,420,191140,38126
"1149",53,"Washington",2021,9,6181559,3928041,63.5,3729358,60.3,198683,5.1,53103,10782,237574,185664,507.36,84652591,8645,96396,1051,249917,53063
"1150",53,"Washington",2021,10,6187815,3934975,63.6,3736862,60.4,198113,5,35746,9906,186453,156815,527.92,76453661,4843,73785,1011,211788,41662
"1151",53,"Washington",2021,11,6193561,3937865,63.6,3752206,60.6,185659,4.7,34681,10927,197862,148934,536.65,74320292,3382,48160,645,116749,32730
"1152",53,"Washington",2021,12,6199019,3952917,63.8,3776060,60.9,176857,4.5,41616,14579,206331,178840,547.4,91824717,3472,65331,590,224966,27859
"1153",54,"West Virginia",2020,1,1447094,805300,55.6,764995,52.9,40305,5,7918,7604,72697,72567,341.01,23957295,928,0,0,0,0
"1154",54,"West Virginia",2020,2,1446237,805704,55.7,764274,52.8,41430,5.1,4655,4549,68054,70849,339.6,23535125,833,0,0,0,0
"1155",54,"West Virginia",2020,3,1445593,805737,55.7,763051,52.8,42686,5.3,27154,12764,92782,91684,325.34,28783672,988,114,0,0,46
"1156",54,"West Virginia",2020,4,1444969,768185,53.2,648712,44.9,119473,15.6,110111,73127,405736,354632,257.36,97268524,1420,963,35,0,5072
"1157",54,"West Virginia",2020,5,1444132,780907,54.1,688146,47.7,92761,11.9,22408,23149,432298,396467,242.81,92441987,1704,848,37,0,4951
"1158",54,"West Virginia",2020,6,1443440,784625,54.4,701850,48.6,82775,10.5,16709,10536,313518,354573,236.7,78723959,2020,856,21,0,2910
"1159",54,"West Virginia",2020,7,1442743,787392,54.6,713138,49.4,74254,9.4,14172,6294,262319,258230,236.25,57048261,2298,3421,14,0,6000
"1160",54,"West Virginia",2020,8,1442376,789505,54.7,722126,50.1,67379,8.5,8956,4296,252415,231882,233.05,51213019,2286,3617,93,0,6918
"1161",54,"West Virginia",2020,9,1442106,791421,54.9,729098,50.6,62323,7.9,8488,3332,173683,179344,236.06,39943268,11807,5499,131,0,6876
"1162",54,"West Virginia",2020,10,1441770,793305,55,734518,50.9,58787,7.4,8630,2823,107932,101081,251.12,23436230,9484,7800,100,0,8351
"1163",54,"West Virginia",2020,11,1441277,795116,55.2,739079,51.3,56037,7,8019,2988,94077,81506,271.71,20408224,4610,21888,273,0,13253
"1164",54,"West Virginia",2020,12,1440682,796614,55.3,742916,51.6,53698,6.7,12211,6039,86547,83283,280.87,21764436,3071,36921,570,0,23656
"1165",54,"West Virginia",2021,1,1440030,796469,55.3,744865,51.7,51604,6.5,12914,5911,98483,83289,279.67,21780916,2412,36637,691,0,24791
"1166",54,"West Virginia",2021,2,1439233,796069,55.3,746406,51.9,49663,6.2,17625,4967,88783,83388,278.39,21724302,2015,12271,314,0,12607
"1167",54,"West Virginia",2021,3,1438564,795672,55.3,748390,52,47282,5.9,23192,3879,87187,81987,276.15,21320091,1875,9731,356,118911,7661
"1168",54,"West Virginia",2021,4,1437940,795963,55.4,750072,52.2,45891,5.8,25679,3978,71241,53729,273.12,13968161,1192,11454,171,200379,8563
"1169",54,"West Virginia",2021,5,1437439,794662,55.3,750924,52.2,43738,5.5,18638,3111,78581,48579,267.44,12405246,1014,9061,115,80882,8013
"1170",54,"West Virginia",2021,6,1437047,793498,55.2,751472,52.3,42026,5.3,6675,2600,58788,52325,261.16,13063342,1221,2799,90,55508,4717
"1171",54,"West Virginia",2021,7,1436659,793063,55.2,753130,52.4,39933,5,4024,2649,47933,38421,255.17,9529342,928,2603,57,36714,3170
"1172",54,"West Virginia",2021,8,1436288,792740,55.2,754619,52.5,38121,4.8,4876,2285,47763,39908,266.93,10338152,732,19304,124,10860,11908
"1173",54,"West Virginia",2021,9,1435988,793074,55.2,756412,52.7,36662,4.6,3821,1555,32531,30693,283.1,8458030,882,50190,519,13718,27340
"1174",54,"West Virginia",2021,10,1435659,791988,55.2,757606,52.8,34382,4.3,3461,1297,28416,24799,286.25,6898842,670,34044,800,11607,27736
"1175",54,"West Virginia",2021,11,1435163,790958,55.1,759351,52.9,31607,4,3999,1825,30286,29661,299.35,8606546,630,21894,450,9272,17214
"1176",54,"West Virginia",2021,12,1434570,789907,55.1,761004,53,28903,3.7,5610,2409,34251,31469,300.21,9219532,681,31795,462,542473,19068
"1177",55,"Wisconsin",2020,1,4647953,3084954,66.4,2982788,64.2,102166,3.3,32573,19152,198941,160415,331.33,49514598,1308,0,0,0,0
"1178",55,"Wisconsin",2020,2,4648731,3075655,66.2,2974233,64,101422,3.3,25273,11626,176941,152306,337.25,48162522,1200,0,0,0,0
"1179",55,"Wisconsin",2020,3,4649987,3065273,65.9,2966524,63.8,98749,3.2,239501,29272,397118,207690,326.95,64132057,1791,1012,18,0,351
"1180",55,"Wisconsin",2020,4,4651479,3061130,65.8,2607992,56.1,453138,14.8,243208,183828,1225251,873386,297.29,242340494,3149,5178,272,0,5153
"1181",55,"Wisconsin",2020,5,4652037,3052908,65.6,2736271,58.8,316637,10.4,135138,35508,1292605,998768,289.77,267649268,4296,11169,267,0,14453
"1182",55,"Wisconsin",2020,6,4653004,3049234,65.5,2786485,59.9,262749,8.6,112520,19034,1007530,776314,290.03,199937157,3781,12833,229,0,13170
"1183",55,"Wisconsin",2020,7,4654069,3049237,65.5,2829923,60.8,219314,7.2,120078,15252,870376,713263,285.81,179934504,5867,24110,136,0,15613
"1184",55,"Wisconsin",2020,8,4656094,3050916,65.5,2864676,61.5,186240,6.1,68312,11677,756728,581519,285.41,147787301,7873,24496,207,0,19292
"1185",55,"Wisconsin",2020,9,4658297,3128082,67.2,2965386,63.7,162696,5.2,50918,9981,511386,411629,288.06,105009141,18226,43356,174,0,18388
"1186",55,"Wisconsin",2020,10,4660353,3054307,65.5,2908317,62.4,145990,4.8,62178,10156,416619,320774,291.67,80847839,16122,100233,649,0,41550
"1187",55,"Wisconsin",2020,11,4661965,3054158,65.5,2921245,62.7,132913,4.4,71493,15854,430000,322464,298.95,83173918,10876,177943,1485,0,65730
"1188",55,"Wisconsin",2020,12,4663376,3053836,65.5,2932229,62.9,121607,4,71306,34847,413023,489013,295.21,129829860,11576,111067,1677,0,51786
"1189",55,"Wisconsin",2021,1,4664495,3056717,65.5,2939823,63,116894,3.8,73534,19665,473341,388503,307.03,106693307,8744,76061,1230,0,33617
"1190",55,"Wisconsin",2021,2,4665137,3059420,65.6,2942857,63.1,116563,3.8,60361,8000,417724,335897,312.53,92469982,6966,27679,631,0,16248
